Show Name,Top Topic,Column Number,Relationships,Arts,Hunting,Entertainment,Investing,Outdoors,Wall Street,Legal,Sports,Religion,International Politics,NSFW,Self-Improvement,Pets,Opinion,Medicine,Automotive,Dating,Asia,Winter Holidays,Social Media,Literature,Eating,Farming / Gardening,Business,Nature,Food,Scientific Research,Photography,Beverages,News / Politics,Diet,Anatomy,Energy / Climate Change,Space,California,European Politics,Judicial,NBA,Drugs,Economics,Animals,Conflict / War,Music,Brain Science,Science,U.S. Politics,NFL,Places / Transportation,Disease,Fighting,Movies,Health Care,Race,Women's Health,Death / Disaster,Sleep / Spooky,Fitness,Conservative Politics,Digital Entrepreneurship,Crime,Startups,History,Comedy,Guns / Police,Family,Pro Wrestling,Medical Treatment,Colloquial,U.S. Election 2016,College Football,Sex,Cryptocurrency,TV,Fashion / Style,Radio,Communication,Tech,Money,Education,Mobile Tech
Marketplace,Asia,240,0.0185,0.0202,0.0019,0.0412,0.4759,0.0701,0.0000,0.0307,0.0346,0.0000,0.0949,0.0009,0.0116,0.0000,0.0359,0.0196,0.0437,0.0036,0.8212,0.0096,0.0441,0.0057,0.0238,0.0263,0.7594,0.0429,0.0209,0.0263,0.0060,0.0028,0.7761,0.0025,0.0069,0.0564,0.0073,0.0070,0.0815,0.0406,0.0000,0.0057,0.5320,0.0033,0.0259,0.0052,0.0051,0.0770,0.0546,0.0100,0.0567,0.0000,0.0000,0.0369,0.0309,0.0104,0.0000,0.0000,0.0065,0.0069,0.0000,0.0016,0.0026,0.0692,0.0194,0.0066,0.0046,0.0099,0.0000,0.0173,0.0744,0.0180,0.0000,0.0016,0.0032,0.0026,0.0000,0.0150,0.0216,0.1865,0.0290,0.0837,0.0286
Breakthrough Basketball - The Jim Huber Show,Sports,241,0.2667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8049,0.0000,0.0000,0.0000,0.0820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2320,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6428,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2882,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2739,0.0000,0.0000,0.1559,0.0000
The History of English Podcast,History,242,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1841,0.0000,0.0000,0.0000,0.0000,0.1106,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1109,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8361,0.0000,0.0000,0.0000,0.0000,0.1152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0527,0.0000,0.0000,0.0000,0.0000
The Pollsters,News / Politics,243,0.2408,0.0000,0.0000,0.0598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5818,0.0000,0.0000,0.1394,0.0000,0.0629,0.0939,0.0000,0.0000,0.0000,0.0822,0.0000,0.0000,0.0838,0.0000,0.0000,0.9640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0280,0.0000,0.0000,0.0000,0.0243,0.0000,0.0000,0.0000,0.0000,0.0615,0.6293,0.0000,0.0000,0.0000,0.0000,0.0000,0.0423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0238,0.0000,0.0000,0.0000,0.1747,0.8110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0281,0.0366,0.0000,0.0000,0.0000
Data stories,Tech,244,0.2454,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1289,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2059,0.0000,0.0000,0.0000,0.0498,0.0000,0.0000,0.2609,0.0000,0.0000,0.2796,0.0000,0.0000,0.0000,0.0000,0.0000,0.0374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1068,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1836,0.0000,0.0000,0.0000,0.2948,0.5728,0.0000,0.0000,0.0000
Meditation Minis Podcast,Brain Science,245,0.5779,0.0243,0.0911,0.0726,0.0000,0.1136,0.0000,0.0000,0.0136,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0000,0.1841,0.0000,0.0433,0.0000,0.0000,0.2836,0.0229,0.0000,0.0507,0.2615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0184,0.0000,0.0194,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0220,0.9822,0.9228,0.0000,0.0000,0.0000,0.0000,0.0000,0.0792,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5210,0.0000,0.0000,0.0000,0.0000
On Point,News / Politics,246,0.3319,0.1301,0.0163,0.0844,0.0357,0.0624,0.0000,0.1324,0.0376,0.0139,0.1708,0.0010,0.0046,0.0023,0.3319,0.0668,0.0170,0.0492,0.0142,0.0128,0.0242,0.0784,0.0264,0.0229,0.1552,0.0438,0.0360,0.0714,0.0014,0.0045,0.4342,0.0101,0.0034,0.0233,0.0088,0.0120,0.0266,0.1282,0.0005,0.0162,0.1225,0.0178,0.0764,0.0671,0.0173,0.1166,0.1720,0.0183,0.0230,0.0106,0.0000,0.0668,0.0248,0.1080,0.0156,0.0021,0.0034,0.0293,0.0162,0.0022,0.0147,0.0291,0.0774,0.0238,0.0301,0.0817,0.0000,0.0608,0.0633,0.1388,0.0045,0.0365,0.0036,0.0088,0.0051,0.1304,0.3383,0.0561,0.0147,0.0586,0.0074
The Digital Story Photography Podcast,Photography,247,0.0000,0.9924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5464,0.0000,0.0000,0.4924
FantasyGuru.com,NFL,248,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1180,0.0000,0.0000,0.0000,0.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0818,0.0000,0.0895,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
The DIS Unplugged - A Weekly Roundtable Discussion About All Things Disney World,Movies,249,0.0119,0.0059,0.1016,0.6016,0.1286,0.1166,0.0000,0.0000,0.0184,0.0000,0.0268,0.0000,0.0153,0.0000,0.0160,0.0000,0.0654,0.0193,0.0000,0.1360,0.0000,0.0000,0.2201,0.0000,0.1613,0.0000,0.1900,0.0000,0.0104,0.0000,0.0652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0083,0.0000,0.0000,0.0000,0.0000,0.0631,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1398,0.0000,0.0000,0.6290,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0133,0.0000,0.0000,0.0000,0.0000,0.3403,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0066,0.0000,0.0375,0.0000,0.0000
The LAW: Live Audio Wrestling,Sports,250,0.0650,0.0058,0.0000,0.0682,0.0040,0.0000,0.0000,0.0058,0.9827,0.0000,0.0013,0.0038,0.0000,0.0000,0.0421,0.0000,0.0000,0.0093,0.0050,0.0190,0.0000,0.0000,0.0000,0.0000,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0148,0.0000,0.0000,0.0000,0.0000,0.0000,0.0042,0.0064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000,0.0000,0.0059,0.0000,0.0000,0.2519,0.0245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0041,0.0000,0.0000,0.0000,0.0026,0.0000,0.0324,0.0000,0.0000,0.8406,0.0000,0.3349,0.0000,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0517,0.0020,0.0000,0.0000,0.0000
ShutdownFullcast,Sports,251,0.0597,0.0136,0.0136,0.0224,0.0000,0.0000,0.0000,0.0186,0.9206,0.0055,0.0056,0.0830,0.0323,0.0000,0.0254,0.0000,0.0323,0.0474,0.0323,0.0000,0.0000,0.0000,0.1136,0.0000,0.0062,0.0042,0.1261,0.0000,0.0000,0.0094,0.1237,0.0118,0.0165,0.0000,0.0000,0.0000,0.0000,0.0204,0.0000,0.0000,0.0073,0.0338,0.0823,0.0123,0.0000,0.0000,0.0165,0.2106,0.0179,0.0000,0.0000,0.0150,0.0000,0.0000,0.0055,0.0053,0.0000,0.0290,0.0000,0.0000,0.0000,0.0000,0.0885,0.0000,0.0064,0.0000,0.0000,0.0000,0.5831,0.0000,0.8472,0.0000,0.0000,0.0000,0.0000,0.0134,0.0178,0.0139,0.0000,0.0000,0.0000
hr2 Der Tag,Science,252,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1084,0.0000,0.1051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2235,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2257,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
RotoWire Fantasy Football Podcast,Sports,253,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9836,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1401,0.0000,0.1511,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
His & Hers,Sports,254,0.3864,0.0000,0.0000,0.0490,0.0000,0.0000,0.0000,0.0160,0.9523,0.0000,0.0000,0.0000,0.0000,0.0000,0.2104,0.0000,0.0000,0.0126,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0041,0.5729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6665,0.0000,0.0000,0.0262,0.0076,0.0000,0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0187,0.0000,0.0000,0.0000,0.0000,0.2363,0.0000,0.1057,0.0045,0.0000,0.0026,0.0000,0.0000,0.4093,0.0000,0.0000,0.0000,0.0000
SEC: Smothered and Covered,Sports,255,0.0917,0.0000,0.0222,0.0000,0.0000,0.0259,0.0000,0.0000,0.9545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0267,0.0000,0.0000,0.2090,0.0102,0.0000,0.0000,0.1849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0188,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5396,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0865,0.0000,0.9545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0972,0.0000,0.0000,0.0000,0.0000
Isometric,Colloquial,256,0.7986,0.0000,0.0000,0.9957,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5810,0.0000,0.0000,0.4748
Jim Harold's Campfire,Sleep / Spooky,257,0.1140,0.0000,0.0124,0.0000,0.0000,0.0095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0649,0.1111,0.0000,0.0852,0.0000,0.0000,0.0187,0.0000,0.0000,0.0000,0.0159,0.0000,0.0000,0.0000,0.0176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0226,0.0000,0.0000,0.1669,0.0000,0.0000,0.0592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Pro Wrestling Torch Livecast,Sports,258,0.0276,0.0089,0.0000,0.0585,0.0051,0.0000,0.0000,0.0000,0.9491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0906,0.0000,0.0000,0.0053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0652,0.0000,0.0000,0.9416,0.0000,0.0203,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0223,0.0235,0.0000,0.0000,0.0000,0.0000
ESPN Radio: SVP & Russillo,Sports,259,0.1500,0.0099,0.0000,0.0610,0.0015,0.0000,0.0000,0.0060,0.9978,0.0000,0.0013,0.0000,0.0000,0.0000,0.0338,0.0000,0.0000,0.0451,0.0000,0.0064,0.0000,0.0000,0.0000,0.0000,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0022,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000,0.4284,0.0000,0.0000,0.0000,0.0000,0.0090,0.0000,0.0000,0.0018,0.7592,0.0000,0.0000,0.0419,0.0328,0.0000,0.0042,0.0000,0.0000,0.0000,0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0272,0.0000,0.0040,0.0020,0.0000,0.5304,0.0000,0.1632,0.0000,0.0000,0.0000,0.0000,0.0000,0.0713,0.0032,0.0000,0.0000,0.0000
Ringer NFL Show,Sports,260,0.0478,0.0000,0.0000,0.0000,0.0214,0.0000,0.0000,0.0000,0.9809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0231,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0309,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0556,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9796,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0363,0.0000,0.0000,0.0000,0.0000
Radiolab,Radio,261,0.2525,0.0662,0.0429,0.0145,0.0153,0.1185,0.0000,0.1501,0.0440,0.0000,0.0516,0.0051,0.0000,0.0000,0.0991,0.0840,0.0119,0.1308,0.0000,0.0000,0.0242,0.0133,0.0559,0.0175,0.0375,0.0450,0.0658,0.2823,0.0255,0.0168,0.1755,0.0000,0.0866,0.0000,0.0411,0.0000,0.0000,0.1307,0.0049,0.0101,0.0120,0.1910,0.0753,0.0093,0.0647,0.3828,0.0080,0.0186,0.0836,0.0277,0.0000,0.0126,0.0000,0.0461,0.0543,0.0052,0.0175,0.0160,0.0000,0.0000,0.0415,0.0000,0.1336,0.0061,0.0145,0.0427,0.0000,0.0579,0.4042,0.0491,0.0088,0.0068,0.0131,0.0000,0.0000,0.4228,0.0885,0.0491,0.0000,0.0110,0.0000
EconTalk,Business,262,0.1327,0.0554,0.0563,0.0000,0.1063,0.0537,0.0000,0.0000,0.0000,0.0000,0.1344,0.0000,0.0000,0.0000,0.5588,0.0368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0714,0.0000,0.0250,0.6232,0.0000,0.0665,0.0627,0.0000,0.0000,0.3583,0.0633,0.0000,0.0000,0.0000,0.0000,0.0177,0.0291,0.0000,0.1346,0.5528,0.0000,0.1294,0.0000,0.0645,0.1297,0.0440,0.0000,0.0000,0.0000,0.0000,0.0000,0.1254,0.0548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0282,0.2538,0.0000,0.0000,0.0227,0.0000,0.0383,0.0513,0.0000,0.0000,0.0000,0.0714,0.0000,0.0000,0.0000,0.1537,0.0663,0.0000,0.0550,0.0000
Nerdist Writers Panel,Entertainment,263,0.6227,0.3483,0.0000,0.9751,0.0000,0.0000,0.0000,0.0000,0.0000,0.0537,0.0000,0.0000,0.0000,0.0000,0.0195,0.0000,0.0000,0.0953,0.0000,0.0000,0.0000,0.4438,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7542,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6211,0.0000,0.0000,0.0000,0.0000,0.2919,0.0000,0.0000,0.0000,0.0000,0.2746,0.0000,0.0000,0.7385,0.0000,0.0000,0.0000,0.0000
The Solid Verbal,Sports,264,0.0330,0.0195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9966,0.0000,0.0000,0.0000,0.0000,0.0000,0.0346,0.0000,0.0000,0.0292,0.0000,0.0000,0.0000,0.0000,0.2287,0.0000,0.0000,0.0000,0.1951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0356,0.0000,0.0176,0.0000,0.0000,0.0000,0.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3677,0.0000,0.9850,0.0000,0.0000,0.0000,0.0191,0.0339,0.0000,0.0000,0.0000,0.0000,0.0000
The Self Publishing Podcast - DIY Digital Publishing  Kindle Publishing  and Advice for Writers,Colloquial,265,0.3035,0.5092,0.0000,0.3948,0.0185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0781,0.0000,0.0254,0.0000,0.0000,0.0000,0.0000,0.0000,0.0713,0.6349,0.0000,0.0000,0.3103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0216,0.0576,0.0000,0.0000,0.0000,0.0000,0.0000,0.3325,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2279,0.0000,0.0162,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7094,0.0000,0.0000,0.0000,0.0000,0.0140,0.0000,0.0000,0.3301,0.0334,0.0372,0.0000,0.0000
#DateFails,Colloquial,266,0.5372,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7419,0.0000,0.0000,0.0000,0.0000,0.0000,0.6398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
MAD MONEY W/ JIM CRAMER - Full Episode,Investing,267,0.0516,0.0031,0.0000,0.0143,1.0000,0.0082,0.0000,0.0000,0.0035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0189,0.0204,0.0000,0.0000,0.0000,0.0000,0.0354,0.0000,0.0000,0.0032,0.9992,0.0000,0.0000,0.0134,0.0000,0.0000,0.3775,0.0000,0.0000,0.0310,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3913,0.0000,0.0000,0.0028,0.0000,0.0446,0.2784,0.0000,0.0052,0.0000,0.0000,0.0156,0.0076,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0545,0.0000,0.0000,0.0000,0.0018,0.0000,0.0212,0.0596,0.0000,0.0000,0.0000,0.0038,0.0000,0.0000,0.0000,0.0873,0.2208,0.0369,0.0000,0.0280
Buddhist Geeks,Brain Science,268,0.8760,0.0132,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0070,0.0000,0.0000,0.0000,0.0000,0.2335,0.0152,0.0000,0.0053,0.0121,0.0000,0.0159,0.0156,0.0000,0.0000,0.0000,0.0000,0.0000,0.1777,0.0000,0.0000,0.0104,0.0000,0.0000,0.0113,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9987,0.9885,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0312,0.0000,0.0000,0.0423,0.0168,0.0000,0.0000,0.0000,0.0050,0.1648,0.0000,0.0000,0.0000,0.0000,0.0159,0.1305,0.0000,0.0000,0.0000,0.0457,0.0000,0.0000,0.0000,0.9251,0.3113,0.0000,0.1678,0.0381
Tentative,Colloquial,269,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1893,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2179,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.2501,0.0000,0.0000,0.0000,0.0000,0.7084,0.0000,0.0000,0.3146
Podcast  The Great Detectives of Old Time Radio,Crime,270,0.0485,0.0322,0.0015,0.0938,0.0017,0.0086,0.0000,0.2978,0.0461,0.0138,0.0048,0.0113,0.0000,0.0000,0.0045,0.0071,0.0026,0.0472,0.0061,0.0342,0.0044,0.0072,0.0306,0.0000,0.0344,0.0057,0.0282,0.0000,0.0000,0.0000,0.0412,0.0000,0.0000,0.0000,0.0083,0.0064,0.0000,0.0194,0.0016,0.0000,0.0015,0.0020,0.0040,0.0096,0.0000,0.0174,0.0000,0.0025,0.0049,0.0000,0.0000,0.0457,0.0034,0.0025,0.0000,0.0093,0.0000,0.0000,0.0000,0.0000,0.3065,0.0000,0.0356,0.0160,0.0364,0.0236,0.0016,0.0074,0.0862,0.0025,0.0040,0.0000,0.0000,0.0034,0.0018,0.0442,0.0013,0.0033,0.0084,0.0000,0.0000
